,road_damage_synthetic_data,,,,,,,,,,,,,,,
,5978,crack,3.71,0,5.56,urban,high,dry,patching,asphalt,1116,3192,596,4904,4,Gammon India
,5979,crack,2.34,0,9.7,rural,high,humid,cold_mix,bitumen,976,2975,1694,5645,5,KNR Constructions
,5980,crack,2.89,0,9.81,rural,very_high,dry,resurfacing,asphalt,1699,4793,366,6858,7,Tata Projects
,5981,pothole,3.49,20,0.0,highway,high,dry,full_depth_repair,concrete,5000,10000,5999,20999,7,Tata Projects
,5982,crack,3.0,0,4.47,rural,low,dry,patching,asphalt,869,2168,461,3498,2,NCC Limited
,5983,crack,4.41,0,0.72,urban,medium,humid,patching,bitumen,204,504,300,1008,8,Ashoka Buildcon
,5984,crack,1.85,0,8.75,rural,low,dry,patching,asphalt,902,3433,624,4959,3,Dilip Buildcon
,5985,pothole,1.57,18,0.0,urban,high,rainy,cold_mix,asphalt,2550,6387,3555,12492,4,Simplex Infra
,5986,pothole,1.15,15,0.0,rural,low,rainy,resurfacing,concrete,1934,5342,1284,8560,4,Afcons Infra
,5987,crack,0.29,0,1.22,urban,low,rainy,cold_mix,concrete,758,1908,979,3645,3,Ramky Infra
,5988,crack,0.31,0,9.47,urban,low,rainy,patching,asphalt,1204,3413,1559,6176,3,Larsen & Toubro
,5989,pothole,4.36,19,0.0,highway,very_high,dry,full_depth_repair,bitumen,5000,10000,6278,21278,8,Shapoorji Pallonji
,5990,pothole,3.42,10,0.0,urban,high,dry,cold_mix,gravel,2323,7085,815,10223,5,Simplex Infra
,5991,crack,3.34,0,8.31,rural,medium,dry,full_depth_repair,asphalt,1072,3096,992,5160,6,Simplex Infra
,5992,pothole,3.11,6,0.0,urban,medium,humid,cold_mix,bitumen,2131,6859,2226,11216,6,Sadbhav Engineering
,5993,crack,4.26,0,6.03,urban,low,rainy,full_depth_repair,asphalt,1093,2733,558,4384,7,NCC Limited
,5994,pothole,2.45,13,0.0,rural,low,rainy,full_depth_repair,concrete,2098,6380,1804,10282,7,Sadbhav Engineering
,5995,crack,4.37,0,9.31,rural,medium,dry,patching,asphalt,1597,3467,1433,6497,6,Punj Lloyd
,5996,crack,1.86,0,8.58,rural,medium,humid,patching,concrete,1155,4174,961,6290,3,Dilip Buildcon
,5997,pothole,4.64,5,0.0,highway,high,dry,resurfacing,asphalt,3313,9393,3260,15966,7,HCC
,5998,crack,3.52,0,1.23,highway,medium,dry,patching,asphalt,345,1306,615,2266,3,GR Infraprojects
,5999,crack,1.36,0,6.05,highway,very_high,rainy,resurfacing,asphalt,1102,3983,1868,6953,7,Dilip Buildcon
,6000,crack,2.86,0,4.07,rural,medium,rainy,patching,asphalt,939,2881,967,4787,6,Dilip Buildcon
,6001,pothole,2.71,4,0.0,rural,very_high,rainy,full_depth_repair,bitumen,2359,6658,1254,10271,10,JMC Projects
,6002,pothole,0.78,8,0.0,rural,high,dry,resurfacing,asphalt,315,1297,463,2075,3,KNR Constructions
,6003,pothole,3.0,5,0.0,highway,high,dry,patching,gravel,4394,10000,2715,17109,3,Gammon India
,6004,crack,1.64,0,3.3,rural,high,dry,cold_mix,concrete,1076,3001,1705,5782,2,Megha Engineering
,6005,pothole,0.36,11,0.0,urban,medium,dry,patching,bitumen,531,1534,300,2365,1,Afcons Infra
,6006,crack,4.75,0,1.41,urban,medium,dry,patching,concrete,458,1232,606,2296,4,Gayatri Projects
,6007,crack,3.24,0,8.51,urban,medium,humid,cold_mix,concrete,1755,4296,2329,8380,5,Gammon India
,6008,pothole,4.4,14,0.0,urban,medium,dry,patching,bitumen,2157,4950,2684,9791,7,Larsen & Toubro
,6009,pothole,3.41,6,0.0,urban,medium,humid,resurfacing,bitumen,2271,8825,2508,13604,5,HCC
,6010,crack,1.85,0,3.4,rural,medium,dry,patching,asphalt,957,2788,464,4209,2,Tata Projects
,6011,crack,2.61,0,1.35,urban,low,dry,patching,asphalt,358,1091,300,1749,3,Ashoka Buildcon
,6012,pothole,3.41,6,0.0,rural,medium,dry,cold_mix,concrete,2276,7111,2107,11494,2,Gayatri Projects
,6013,pothole,4.81,3,0.0,highway,high,rainy,cold_mix,bitumen,3485,10000,5583,19068,9,Dilip Buildcon
,6014,pothole,1.34,1,0.0,urban,high,dry,patching,bitumen,1407,3209,1680,6296,2,GMR Infra
,6015,crack,4.39,0,2.79,urban,high,rainy,cold_mix,bitumen,538,1421,328,2287,7,Ashoka Buildcon
,6016,crack,4.63,0,0.17,urban,medium,dry,full_depth_repair,bitumen,211,728,300,1239,6,Megha Engineering
,6017,crack,3.39,0,3.45,rural,medium,dry,cold_mix,bitumen,542,1508,754,2804,4,Afcons Infra
,6018,crack,4.66,0,4.59,rural,medium,dry,resurfacing,asphalt,922,2574,300,3796,6,Sadbhav Engineering
,6019,crack,2.05,0,5.71,rural,medium,dry,patching,asphalt,634,2311,1147,4092,3,JMC Projects
,6020,pothole,4.77,4,0.0,urban,very_high,rainy,cold_mix,bitumen,2557,9278,2305,14140,7,Gayatri Projects
,6021,pothole,3.54,6,0.0,rural,low,dry,patching,asphalt,2121,5968,2479,10568,4,Shapoorji Pallonji
,6022,crack,0.31,0,3.15,highway,medium,dry,resurfacing,bitumen,896,3500,702,5098,2,JMC Projects
,6023,crack,4.54,0,8.23,urban,high,humid,full_depth_repair,asphalt,1508,3981,1741,7230,11,KNR Constructions
,6024,pothole,2.47,2,0.0,highway,medium,rainy,full_depth_repair,bitumen,935,2883,1658,5476,6,Shapoorji Pallonji
,6025,pothole,2.36,12,0.0,rural,very_high,dry,patching,bitumen,1958,4270,2037,8265,5,Simplex Infra
,6026,pothole,2.88,12,0.0,urban,medium,rainy,cold_mix,bitumen,1338,5416,1440,8194,5,Ashoka Buildcon
,6027,pothole,0.83,4,0.0,rural,very_high,dry,full_depth_repair,bitumen,265,786,513,1564,5,GR Infraprojects
,6028,crack,2.4,0,1.09,urban,medium,humid,patching,asphalt,761,2418,395,3574,5,Ramky Infra
,6029,pothole,4.17,10,0.0,urban,low,rainy,patching,concrete,3313,10000,6518,19831,5,JMC Projects
,6030,crack,0.18,0,6.26,urban,medium,rainy,full_depth_repair,asphalt,1303,2999,978,5280,5,Gammon India
,6031,pothole,1.44,10,0.0,urban,low,dry,patching,asphalt,1299,2757,1188,5244,3,KNR Constructions
,6032,pothole,0.11,7,0.0,urban,medium,humid,full_depth_repair,bitumen,342,992,300,1634,4,Gayatri Projects
,6033,pothole,2.14,14,0.0,highway,very_high,dry,full_depth_repair,concrete,2182,4632,2213,9027,6,Gammon India
,6034,crack,3.67,0,6.53,highway,high,dry,cold_mix,bitumen,1221,3388,329,4938,5,NCC Limited
,6035,crack,4.01,0,8.48,rural,high,rainy,patching,bitumen,1412,3686,665,5763,6,IRB Infrastructure
,6036,pothole,4.73,11,0.0,rural,medium,dry,full_depth_repair,concrete,2766,9124,6071,17961,9,Larsen & Toubro
,6037,crack,3.08,0,0.56,highway,medium,humid,full_depth_repair,bitumen,364,863,469,1696,7,Ramky Infra
,6038,crack,1.35,0,3.49,urban,medium,humid,cold_mix,bitumen,830,2512,714,4056,2,Ashoka Buildcon
,6039,pothole,4.63,4,0.0,urban,low,dry,full_depth_repair,asphalt,2804,7549,1305,11658,5,Simplex Infra
,6040,pothole,3.9,8,0.0,rural,low,rainy,cold_mix,gravel,2768,9723,1410,13901,7,Dilip Buildcon
,6041,crack,2.91,0,0.76,rural,medium,dry,full_depth_repair,bitumen,200,533,300,1033,6,Ashoka Buildcon
,6042,crack,3.51,0,2.37,urban,medium,rainy,patching,asphalt,799,2001,720,3520,5,KNR Constructions
,6043,crack,4.63,0,8.84,rural,medium,rainy,patching,asphalt,935,3669,1493,6097,8,KNR Constructions
,6044,pothole,3.59,15,0.0,urban,very_high,dry,patching,asphalt,3956,10000,4292,18248,5,Tata Projects
,6045,pothole,1.91,12,0.0,rural,low,rainy,cold_mix,gravel,993,3390,973,5356,5,Punj Lloyd
,6046,crack,3.59,0,2.32,rural,low,rainy,patching,bitumen,337,953,516,1806,7,IRB Infrastructure
,6047,pothole,0.3,19,0.0,highway,high,rainy,cold_mix,asphalt,675,2331,1258,4264,4,KNR Constructions
,6048,pothole,1.99,5,0.0,highway,high,dry,resurfacing,bitumen,2158,5165,2202,9525,5,Simplex Infra
,6049,crack,2.09,0,4.91,rural,very_high,dry,cold_mix,bitumen,690,2375,1124,4189,5,HCC
,6050,crack,0.92,0,7.62,urban,medium,rainy,resurfacing,bitumen,1602,4109,1274,6985,5,Sadbhav Engineering
,6051,pothole,0.21,17,0.0,rural,low,dry,cold_mix,concrete,449,1188,300,1937,1,Ramky Infra
,6052,pothole,0.75,15,0.0,urban,very_high,rainy,full_depth_repair,bitumen,737,2253,1317,4307,7,Tata Projects
,6053,crack,3.31,0,7.12,highway,very_high,rainy,cold_mix,concrete,2858,9160,2201,14219,9,Simplex Infra
,6054,pothole,4.03,8,0.0,highway,very_high,dry,full_depth_repair,gravel,2128,5867,3690,11685,7,Megha Engineering
,6055,pothole,4.94,10,0.0,rural,high,dry,cold_mix,bitumen,1686,7164,1476,10326,6,Dilip Buildcon
,6056,crack,1.8,0,5.63,highway,low,dry,cold_mix,concrete,866,3088,1260,5214,3,Punj Lloyd
,6057,crack,3.04,0,1.22,rural,high,rainy,resurfacing,bitumen,565,1388,433,2386,9,Gayatri Projects
,6058,pothole,4.69,9,0.0,urban,very_high,rainy,resurfacing,gravel,1927,7021,3608,12556,10,Sadbhav Engineering
,6059,pothole,0.92,16,0.0,highway,medium,dry,full_depth_repair,concrete,597,2374,791,3762,3,Gammon India
,6060,pothole,3.62,10,0.0,rural,high,dry,full_depth_repair,asphalt,3137,9674,5595,18406,6,Gayatri Projects
,6061,crack,3.8,0,4.23,highway,high,dry,patching,asphalt,1039,4181,1600,6820,4,Ashoka Buildcon
,6062,pothole,0.54,14,0.0,urban,medium,dry,patching,gravel,285,1093,444,1822,1,Tata Projects
,6063,pothole,4.32,13,0.0,highway,medium,rainy,resurfacing,bitumen,3982,10000,3093,17075,6,Ashoka Buildcon
,6064,crack,4.08,0,7.24,rural,high,rainy,full_depth_repair,bitumen,1294,3704,980,5978,12,GR Infraprojects
,6065,crack,0.26,0,3.66,highway,medium,dry,patching,concrete,1117,4199,1317,6633,1,Tata Projects
,6066,pothole,0.55,19,0.0,urban,medium,rainy,full_depth_repair,asphalt,298,1047,501,1846,5,Sadbhav Engineering
,6067,crack,0.34,0,2.16,rural,medium,rainy,resurfacing,concrete,710,2274,345,3329,4,Larsen & Toubro
,6068,crack,1.74,0,7.96,highway,medium,rainy,full_depth_repair,bitumen,1359,3539,1514,6412,7,GR Infraprojects
,6069,pothole,2.6,14,0.0,rural,high,dry,resurfacing,asphalt,1077,3755,1651,6483,6,Shapoorji Pallonji
,6070,crack,2.71,0,8.92,urban,medium,dry,patching,bitumen,990,3979,1018,5987,3,Gayatri Projects
,6071,crack,1.41,0,3.28,rural,medium,rainy,full_depth_repair,gravel,419,1558,569,2546,6,Tata Projects
,6072,pothole,4.57,12,0.0,highway,high,rainy,full_depth_repair,asphalt,5000,10000,2894,17894,11,Ramky Infra
,6073,crack,1.9,0,4.5,highway,very_high,dry,patching,concrete,1299,4614,1146,7059,5,Ashoka Buildcon
,6074,pothole,0.32,18,0.0,rural,low,rainy,cold_mix,asphalt,694,2835,527,4056,3,Afcons Infra
,6075,pothole,1.57,12,0.0,highway,high,rainy,cold_mix,bitumen,1151,4759,1674,7584,5,Afcons Infra
,6076,crack,2.7,0,5.52,rural,medium,dry,resurfacing,gravel,848,2454,357,3659,3,Gammon India
,6077,crack,2.1,0,9.27,highway,medium,dry,full_depth_repair,asphalt,1780,4427,929,7136,4,Shapoorji Pallonji
,6078,crack,1.44,0,5.41,rural,medium,dry,patching,concrete,735,2619,1245,4599,2,Gayatri Projects
,6079,pothole,0.74,19,0.0,urban,medium,rainy,resurfacing,concrete,586,1980,1235,3801,4,HCC
,6080,crack,4.11,0,6.37,urban,medium,dry,patching,bitumen,854,2218,671,3743,6,Gayatri Projects
,6081,pothole,4.98,16,0.0,urban,low,rainy,cold_mix,asphalt,3698,10000,7000,20698,8,KNR Constructions
,6082,crack,1.71,0,4.72,rural,medium,rainy,full_depth_repair,concrete,819,3461,1131,5411,7,JMC Projects
,6083,crack,1.97,0,8.66,highway,high,rainy,resurfacing,gravel,1572,3819,1954,7345,6,Simplex Infra
,6084,crack,3.13,0,1.03,highway,low,humid,cold_mix,asphalt,1004,2402,611,4017,6,Afcons Infra
,6085,pothole,3.62,13,0.0,highway,medium,humid,cold_mix,concrete,3974,10000,3258,17232,5,Dilip Buildcon
,6086,crack,2.02,0,4.74,urban,low,rainy,full_depth_repair,gravel,675,1589,800,3064,6,Megha Engineering
,6087,crack,4.53,0,8.47,rural,medium,dry,full_depth_repair,concrete,1537,3346,1509,6392,7,Punj Lloyd
,6088,pothole,2.84,20,0.0,rural,low,dry,full_depth_repair,concrete,1968,4699,2123,8790,4,HCC
,6089,pothole,2.31,4,0.0,urban,medium,humid,full_depth_repair,asphalt,868,2974,1531,5373,6,IRB Infrastructure
,6090,crack,3.27,0,8.36,rural,high,dry,resurfacing,bitumen,738,2468,1575,4781,6,Punj Lloyd
,6091,crack,4.77,0,1.74,urban,high,humid,full_depth_repair,gravel,463,1792,647,2902,11,GMR Infra
,6092,crack,3.99,0,0.63,urban,high,rainy,resurfacing,asphalt,247,598,300,1145,10,GR Infraprojects
,6093,pothole,0.3,13,0.0,urban,medium,dry,full_depth_repair,bitumen,252,717,300,1269,3,Gayatri Projects
,6094,pothole,1.73,19,0.0,highway,very_high,humid,resurfacing,gravel,2205,6441,1485,10131,5,Ashoka Buildcon
,6095,pothole,2.41,8,0.0,rural,medium,humid,resurfacing,concrete,1611,5252,1591,8454,4,Larsen & Toubro
,6096,pothole,1.64,8,0.0,highway,low,rainy,full_depth_repair,bitumen,2087,5066,2107,9260,6,Megha Engineering
,6097,crack,3.53,0,2.89,rural,very_high,dry,patching,bitumen,594,1467,649,2710,8,Afcons Infra
,6098,pothole,4.15,11,0.0,urban,low,rainy,resurfacing,concrete,3696,10000,2898,16594,8,Megha Engineering
,6099,pothole,3.68,18,0.0,urban,very_high,rainy,resurfacing,gravel,4472,10000,5189,19661,11,GMR Infra
,6100,pothole,4.95,4,0.0,urban,medium,rainy,patching,bitumen,3667,9556,1628,14851,6,Punj Lloyd
,6101,crack,1.44,0,2.22,urban,low,rainy,resurfacing,asphalt,386,1295,510,2191,4,JMC Projects
,6102,crack,4.39,0,2.69,highway,high,dry,cold_mix,bitumen,513,2206,666,3385,4,Shapoorji Pallonji
,6103,pothole,3.86,14,0.0,rural,low,dry,cold_mix,concrete,4101,8397,4188,16686,5,Ashoka Buildcon
,6104,pothole,1.87,4,0.0,urban,low,dry,patching,asphalt,1939,5907,1604,9450,2,Simplex Infra
,6105,crack,3.7,0,5.14,urban,medium,dry,patching,bitumen,546,1718,1006,3270,4,Ramky Infra
,6106,crack,0.61,0,9.23,rural,high,rainy,full_depth_repair,asphalt,1780,3853,1572,7205,6,JMC Projects
,6107,crack,3.97,0,8.61,rural,low,dry,resurfacing,asphalt,1044,2944,366,4354,7,Megha Engineering
,6108,crack,2.71,0,9.69,rural,high,rainy,cold_mix,asphalt,1548,3995,1666,7209,7,Ashoka Buildcon
,6109,crack,1.53,0,6.54,urban,high,dry,patching,asphalt,1376,3161,1107,5644,3,Ramky Infra
,6110,crack,3.31,0,6.79,rural,low,dry,full_depth_repair,asphalt,496,1874,744,3114,5,HCC
,6111,crack,3.24,0,6.29,urban,high,humid,patching,bitumen,1066,2926,369,4361,4,Afcons Infra
,6112,crack,1.13,0,6.27,highway,very_high,humid,cold_mix,gravel,1154,3516,542,5212,5,Gammon India
,6113,pothole,0.25,19,0.0,urban,very_high,humid,patching,bitumen,885,3059,862,4806,4,NCC Limited
,6114,pothole,2.22,5,0.0,urban,low,rainy,patching,concrete,1868,4809,1508,8185,4,JMC Projects
,6115,pothole,2.89,14,0.0,rural,high,rainy,resurfacing,bitumen,1242,3276,2023,6541,8,Shapoorji Pallonji
,6116,pothole,4.4,10,0.0,urban,high,humid,cold_mix,bitumen,3343,8576,2962,14881,8,Megha Engineering
,6117,pothole,4.65,16,0.0,rural,high,dry,resurfacing,asphalt,3096,8969,1798,13863,7,JMC Projects
,6118,pothole,2.69,6,0.0,urban,medium,humid,patching,concrete,2188,4762,1921,8871,4,Tata Projects
,6119,crack,3.79,0,5.28,urban,medium,dry,cold_mix,asphalt,938,2547,821,4306,5,Gammon India
,6120,crack,2.25,0,1.37,highway,low,rainy,full_depth_repair,asphalt,411,1654,599,2664,7,Afcons Infra
,6121,pothole,3.76,20,0.0,urban,medium,rainy,resurfacing,asphalt,3040,10000,4578,17618,7,KNR Constructions
,6122,pothole,1.1,8,0.0,urban,low,rainy,resurfacing,asphalt,1646,3565,1855,7066,4,Simplex Infra
,6123,crack,1.92,0,7.35,urban,high,humid,full_depth_repair,concrete,1685,4589,2749,9023,6,Punj Lloyd
,6124,crack,3.21,0,0.49,highway,low,dry,patching,bitumen,208,722,300,1230,5,GR Infraprojects
,6125,crack,0.19,0,6.09,rural,high,rainy,full_depth_repair,bitumen,893,2407,693,3993,6,Ashoka Buildcon
,6126,pothole,3.64,5,0.0,highway,low,dry,cold_mix,concrete,3782,10000,1380,15162,2,Sadbhav Engineering
,6127,crack,4.19,0,1.44,highway,medium,rainy,resurfacing,bitumen,673,1894,387,2954,9,Larsen & Toubro
,6128,pothole,2.06,1,0.0,highway,medium,dry,cold_mix,concrete,1957,5506,550,8013,2,Gayatri Projects
,6129,pothole,2.29,6,0.0,rural,high,humid,patching,bitumen,1087,4636,1032,6755,5,Larsen & Toubro
,6130,crack,4.27,0,9.29,highway,medium,dry,full_depth_repair,gravel,1567,3962,977,6506,8,Shapoorji Pallonji
,6131,crack,3.9,0,2.46,rural,medium,rainy,cold_mix,bitumen,469,1534,862,2865,7,GR Infraprojects
,6132,pothole,1.51,4,0.0,highway,low,dry,resurfacing,asphalt,2449,6733,1463,10645,4,Ramky Infra
,6133,crack,1.69,0,4.44,highway,low,rainy,cold_mix,bitumen,687,2268,917,3872,4,Dilip Buildcon
,6134,crack,3.43,0,8.09,rural,medium,rainy,resurfacing,asphalt,941,3688,1376,6005,6,Ramky Infra
,6135,pothole,2.86,11,0.0,urban,medium,humid,patching,asphalt,2544,7196,1101,10841,4,Afcons Infra
,6136,crack,0.89,0,6.1,rural,low,dry,full_depth_repair,gravel,490,1484,809,2783,4,Ashoka Buildcon
,6137,pothole,1.62,10,0.0,rural,medium,dry,cold_mix,bitumen,903,3387,1348,5638,1,GR Infraprojects
,6138,pothole,4.51,11,0.0,rural,high,rainy,patching,bitumen,1905,7413,2152,11470,10,Ashoka Buildcon
,6139,crack,3.47,0,3.5,highway,medium,rainy,patching,bitumen,1386,3158,1376,5920,7,GMR Infra
,6140,pothole,4.93,5,0.0,rural,low,rainy,cold_mix,bitumen,2147,5558,1932,9637,9,Shapoorji Pallonji
,6141,pothole,3.86,2,0.0,urban,low,humid,cold_mix,bitumen,1705,6147,2600,10452,4,Tata Projects
,6142,crack,4.72,0,4.57,rural,medium,dry,resurfacing,bitumen,816,2077,816,3709,6,Simplex Infra
,6143,crack,1.16,0,1.26,highway,medium,rainy,patching,bitumen,675,1830,811,3316,4,Dilip Buildcon
,6144,crack,3.88,0,3.88,highway,high,humid,full_depth_repair,bitumen,1526,4054,584,6164,9,Tata Projects
,6145,pothole,0.2,16,0.0,rural,very_high,humid,patching,bitumen,380,1356,347,2083,4,Shapoorji Pallonji
,6146,pothole,3.39,12,0.0,urban,medium,rainy,full_depth_repair,bitumen,2149,5967,2788,10904,9,Megha Engineering
,6147,crack,2.4,0,7.54,urban,high,dry,cold_mix,concrete,1373,5315,2054,8742,4,NCC Limited
,6148,pothole,1.8,12,0.0,urban,high,humid,resurfacing,bitumen,1386,3564,1577,6527,6,Ashoka Buildcon
,6149,crack,4.33,0,8.83,urban,medium,rainy,resurfacing,gravel,1000,3752,658,5410,9,GR Infraprojects
,6150,crack,4.29,0,9.28,highway,low,dry,cold_mix,bitumen,1351,3442,1642,6435,4,KNR Constructions
,6151,pothole,0.21,12,0.0,urban,medium,rainy,resurfacing,bitumen,711,2173,879,3763,4,Tata Projects
,6152,crack,3.09,0,8.32,urban,medium,dry,cold_mix,bitumen,1137,3296,1629,6062,3,Shapoorji Pallonji
,6153,pothole,1.9,14,0.0,highway,medium,rainy,resurfacing,gravel,1376,4443,720,6539,6,Larsen & Toubro
,6154,pothole,2.14,11,0.0,rural,low,rainy,patching,gravel,1381,3558,1967,6906,6,Ashoka Buildcon
,6155,crack,4.18,0,7.85,urban,high,dry,resurfacing,bitumen,1475,4070,1117,6662,6,GR Infraprojects
,6156,pothole,1.62,7,0.0,rural,high,humid,full_depth_repair,bitumen,838,3069,691,4598,5,Sadbhav Engineering
,6157,crack,4.72,0,4.11,urban,medium,dry,patching,concrete,839,2563,1294,4696,6,Shapoorji Pallonji
,6158,pothole,0.98,17,0.0,rural,low,dry,resurfacing,gravel,371,895,302,1568,3,NCC Limited
,6159,pothole,3.35,9,0.0,highway,high,dry,patching,asphalt,2227,8769,2447,13443,4,Punj Lloyd
,6160,pothole,3.39,6,0.0,highway,very_high,dry,patching,gravel,3730,10000,3131,16861,4,HCC
,6161,crack,1.34,0,2.97,urban,high,dry,full_depth_repair,gravel,569,1427,403,2399,4,GR Infraprojects
,6162,pothole,1.69,10,0.0,urban,low,rainy,full_depth_repair,concrete,2386,5551,2732,10669,6,Ramky Infra
,6163,crack,4.19,0,9.51,rural,medium,dry,cold_mix,bitumen,1126,3630,723,5479,3,GMR Infra
,6164,pothole,3.83,1,0.0,urban,very_high,dry,patching,bitumen,2698,6838,2460,11996,7,Simplex Infra
,6165,pothole,1.71,2,0.0,rural,high,humid,resurfacing,asphalt,1070,3074,761,4905,6,Sadbhav Engineering
,6166,crack,2.72,0,4.91,urban,low,dry,full_depth_repair,bitumen,985,2416,819,4220,4,KNR Constructions
,6167,crack,0.4,0,4.32,rural,high,humid,patching,bitumen,1209,2786,911,4906,3,Simplex Infra
,6168,crack,1.12,0,7.15,highway,medium,dry,cold_mix,bitumen,1323,3662,544,5529,2,Ashoka Buildcon
,6169,crack,2.48,0,6.49,highway,medium,rainy,cold_mix,asphalt,1589,4090,865,6544,4,Larsen & Toubro
,6170,crack,0.52,0,1.93,highway,medium,dry,patching,asphalt,691,2065,757,3513,1,Ramky Infra
,6171,pothole,4.23,12,0.0,urban,high,dry,cold_mix,bitumen,3729,8548,2883,15160,4,Sadbhav Engineering
,6172,pothole,3.62,9,0.0,rural,medium,rainy,resurfacing,concrete,3006,10000,4169,17175,8,NCC Limited
,6173,crack,4.72,0,0.39,rural,medium,dry,resurfacing,bitumen,247,523,300,1070,6,Shapoorji Pallonji
,6174,pothole,3.5,9,0.0,highway,high,dry,resurfacing,gravel,1903,5329,3319,10551,7,Gammon India
,6175,pothole,4.71,13,0.0,highway,high,rainy,resurfacing,asphalt,3976,9840,3878,17694,8,Afcons Infra
,6176,pothole,2.82,16,0.0,highway,medium,dry,full_depth_repair,bitumen,1806,5736,2343,9885,6,GMR Infra
,6177,crack,3.04,0,3.14,highway,medium,dry,resurfacing,concrete,1474,4381,630,6485,6,Ramky Infra
,6178,pothole,4.89,16,0.0,rural,low,dry,full_depth_repair,bitumen,1359,5343,2090,8792,7,NCC Limited
,6179,pothole,3.25,14,0.0,highway,medium,humid,full_depth_repair,bitumen,4051,9725,4891,18667,6,Sadbhav Engineering
,6180,pothole,0.25,2,0.0,highway,medium,dry,full_depth_repair,bitumen,387,824,416,1627,3,Afcons Infra
,6181,crack,3.65,0,1.7,rural,low,dry,cold_mix,asphalt,425,1350,409,2184,4,Ashoka Buildcon
,6182,pothole,4.54,19,0.0,highway,medium,dry,full_depth_repair,concrete,4113,10000,5462,19575,8,Sadbhav Engineering
,6183,pothole,4.0,11,0.0,highway,very_high,dry,cold_mix,concrete,5000,10000,5287,20287,6,NCC Limited
,6184,crack,2.96,0,6.16,rural,very_high,dry,resurfacing,concrete,1502,3829,940,6271,6,Punj Lloyd
,6185,crack,3.39,0,1.8,urban,medium,rainy,cold_mix,asphalt,595,1842,832,3269,5,GR Infraprojects
,6186,pothole,4.95,14,0.0,urban,medium,humid,patching,asphalt,3578,10000,3343,16921,7,Punj Lloyd
,6187,pothole,0.54,15,0.0,urban,medium,dry,cold_mix,bitumen,558,1721,949,3228,1,Gayatri Projects
,6188,crack,3.37,0,5.33,rural,low,dry,patching,bitumen,600,1889,810,3299,4,NCC Limited
,6189,crack,1.49,0,8.42,rural,high,rainy,cold_mix,concrete,1781,6103,1487,9371,5,IRB Infrastructure
,6190,crack,3.24,0,1.58,rural,high,dry,full_depth_repair,gravel,377,1164,747,2288,6,Ramky Infra
,6191,crack,3.08,0,6.69,rural,high,dry,patching,gravel,721,1896,643,3260,4,Ramky Infra
,6192,crack,0.85,0,9.13,highway,very_high,dry,cold_mix,gravel,1390,4842,1347,7579,3,Megha Engineering
,6193,crack,1.11,0,5.37,urban,very_high,humid,resurfacing,bitumen,1117,3384,870,5371,5,Punj Lloyd
,6194,crack,3.15,0,2.96,highway,low,rainy,cold_mix,bitumen,826,1795,737,3358,4,Ramky Infra
,6195,pothole,0.73,14,0.0,urban,very_high,dry,patching,concrete,1094,2576,1309,4979,3,Larsen & Toubro
,6196,crack,1.4,0,2.54,rural,medium,humid,resurfacing,concrete,542,1400,474,2416,4,KNR Constructions
